key,display_code,edition_year,title,status,category,subcategory,compliance_mandatory,verification_level,flags,has_full_text,confidence_tier
IS 12894,IS 12894:2002,2002,Pulverized Fuel Ash-Lime Bricks - Specification,ACTIVE,Civil & Construction,,,needs_review,source_conflict_present|certification_status_disputed_across_sources|certification_status_unknown,True,multi_source
IS 12896,IS 12896:1990,1990,INDIAN TIMBERS FOR DOOR AND,ACTIVE,,,,single_source_unconfirmed,certification_status_unknown,True,single_source
IS 12912,IS 12912,,Bromadiolone Rb,ACTIVE,General Engineering & Consumer Goods,,,single_source_unconfirmed,no_scope_or_description|no_full_text|certification_status_unknown,False,single_source
IS 12913,IS 12913,,Bromadiolone Cb,ACTIVE,General Engineering & Consumer Goods,,,single_source_unconfirmed,no_scope_or_description|no_full_text|certification_status_unknown,False,single_source
IS 12916,IS 12916,,Acephate Sp,ACTIVE,General Engineering & Consumer Goods,,,single_source_unconfirmed,no_scope_or_description|no_full_text|certification_status_unknown,False,single_source
IS 12923,IS 12923,,Cane Gur (jaggery),ACTIVE,General Engineering & Consumer Goods,,,single_source_unconfirmed,no_scope_or_description|no_full_text|certification_status_unknown,False,single_source
IS 12931,IS 12931,,Atrazine Wp,ACTIVE,General Engineering & Consumer Goods,,,single_source_unconfirmed,no_scope_or_description|no_full_text|certification_status_unknown,False,single_source
IS 12933 (Part 1),IS 12933 (Part 1):2003,2003,Solar Flat Plate Collector - Specification,ACTIVE,Solar Energy,Solar Thermal,True,verified_multi_source,no_full_text,False,multi_source
IS 12981,IS 12981,,Common Salt - Iron Fortified,ACTIVE,Steel & Metallurgy,,True,single_source_unconfirmed,no_scope_or_description|no_full_text,False,single_source
IS 12987,IS 12987:1991,1991,CAST IRON DETACHABLE JOINTS FOR USE WITH,ACTIVE,,,,single_source_unconfirmed,certification_status_unknown,True,single_source
IS 12988,IS 12988:1991,1991,DIMENSIONAL REQUIREMENTS FOR RUBBER,ACTIVE,,,,single_source_unconfirmed,certification_status_unknown,True,single_source
IS 12993,IS 12993,,"Wheelchairs, Folding, Junior Size - Specification",ACTIVE,Medical & Healthcare,Hospital Equipment,True,single_source_unconfirmed,no_full_text,False,single_source
IS 12994,IS 12994:1990,1990,"EPOXY ADHESIVES, ROOM TEMPERATURE",ACTIVE,,,,single_source_unconfirmed,certification_status_unknown,True,single_source
IS 13000,IS 13000:1990,1990,SILICA ASBESTOS  - CEMENT,ACTIVE,,,,single_source_unconfirmed,certification_status_unknown,True,single_source
IS 13008,IS 13008:1990,1990,SHALLOW CORRUGATED ASBESTOS,ACTIVE,,,,single_source_unconfirmed,certification_status_unknown,True,single_source
IS 13026,IS 13026:1991,1991,BITUMEN MASTIC FOR FLOORING FOR,ACTIVE,,,,single_source_unconfirmed,certification_status_unknown,True,single_source
IS 13032,IS 13032:1991,1991,AC Miniature Circuit-Breaker Boards for Rated Voltages up to and including 500 V,ACTIVE,Electrical,,True,single_source_unconfirmed,no_full_text,False,single_source
IS 13049,IS 13049:1991,1991,Diaphragm Type(plastic Body)Float Operated Valves For Cold Water Services,ACTIVE,"Plastics, Chemicals & Rubber",,,verified_multi_source,certification_status_unknown,True,multi_source
IS 13095,IS 13095,,Butterfly Valves For General Purposes,ACTIVE,Pumps & Mechanical Equipment,,,single_source_unconfirmed,no_scope_or_description|no_full_text|certification_status_unknown,False,single_source
IS 13098,IS 13098:2012,2012,Automotive Vehicles- Tubes For Pneumatic Tyres-specification,ACTIVE,Automotive & Transport,Rubber Inner Tubes,True,single_source_unconfirmed,no_full_text,False,single_source
IS 13114,IS 13114:1991,1991,"Forged Brass Gate, Globe And Check Valves For Water Works Purposes",ACTIVE,Pumps & Mechanical Equipment,,,verified_multi_source,certification_status_unknown,True,multi_source
IS 13118,IS 13118:1991,1991,High-Voltage Alternating-Current Circuit-Breakers,ACTIVE,Electrical,,True,single_source_unconfirmed,no_full_text,False,single_source
IS 13204,IS 13204:1991,1991,RIGID PHENOLIC FOAM FOR THERMAL,ACTIVE,,,,single_source_unconfirmed,certification_status_unknown,True,single_source
IS 13213,IS 13213,,Polyurethane Full Gloss Enamel (two Pack),ACTIVE,General Engineering & Consumer Goods,,,single_source_unconfirmed,no_scope_or_description|no_full_text|certification_status_unknown,False,single_source
IS 13252 (Part 1),IS 13252 (Part 1):2010,2010,Information Technology Equipment — Safety — General Requirements,ACTIVE,IT & Electronics,Telecommunications,True,needs_review,no_full_text|source_conflict_present,False,multi_source
IS 13317,IS 13317:1992,1992,"CLAY ROOFING COUNTRY TILES,",ACTIVE,,,,single_source_unconfirmed,no_scope_or_description|certification_status_unknown,True,single_source
IS 13334 (Part 1),IS 13334 (Part 1),,Skimmed Milk Powder - Specification Part 1 : Standard Grade,ACTIVE,Food & Agriculture,,,single_source_unconfirmed,no_scope_or_description|no_full_text|certification_status_unknown,False,single_source
IS 13334 (Part 2),IS 13334 (Part 2),,Skimmed Milk Powder Specification Part 2 Extra Grade,ACTIVE,Food & Agriculture,,,single_source_unconfirmed,no_scope_or_description|no_full_text|certification_status_unknown,False,single_source
IS 13340,IS 13340:1993,1993,Power Capacitors of Self-Healing Type for AC Power Systems up to 650 V,ACTIVE,Electrical,,True,single_source_unconfirmed,no_full_text,False,single_source
IS 13340 (Part 1),IS 13340 (Part 1),,"Shunt Power Capacitors Of The Self-healing Type For Ac Systems Having A Rated Voltage Up To And Including1000V Part1General Performance, Testing And Rating Safety Requirements -- Guide For Installation And Operation",ACTIVE,Electrical & Electronics,,True,single_source_unconfirmed,no_scope_or_description|no_full_text,False,single_source
IS 13349,IS 13349:1992,1992,SINGLE FACED CAST IRON THIMBLE,ACTIVE,,,,single_source_unconfirmed,certification_status_unknown,True,single_source
IS 13356,IS 13356:1992,1992,PRECAST FERROCEMENT WATER TANKS,ACTIVE,,,,single_source_unconfirmed,certification_status_unknown,True,single_source
IS 13382,IS 13382:2004,2004,CAST IRON SPECIALS FOR MECHANICAL AND,ACTIVE,,,,single_source_unconfirmed,certification_status_unknown,True,single_source
IS 13422,IS 13422:1992,1992,Sterile Rubber Surgical Gloves - Specification,ACTIVE,Medical Devices,Medical Gloves,True,verified_multi_source,no_full_text,False,multi_source
IS 13428,IS 13428:2005,2005,Packaged Natural Mineral Water,ACTIVE,Food & Agriculture,Water & Beverages,True,single_source_unconfirmed,no_full_text,False,single_source
IS 13429 (Part 1),IS 13429 (Part 1),,Solar Cooker - Box Type - Part 1 : Requirements,ACTIVE,General Engineering & Consumer Goods,,,single_source_unconfirmed,no_scope_or_description|no_full_text|certification_status_unknown,False,single_source
IS 13450 (Part 1),IS 13450 (Part 1):2018,2018,Medical Electrical Equipment,ACTIVE,Medical & Healthcare,Medical Electrical Systems,,single_source_unconfirmed,no_full_text|certification_status_unknown,False,single_source
IS 13450 (Part 2/Sec 2),IS 13450 (Part 2/Sec 2):2018,2018,Particular Requirements for the Basic Safety and Essential Performance of High Frequency Surgical Equipment,ACTIVE,Medical Devices,,True,single_source_unconfirmed,no_full_text,False,single_source
IS 13457,IS 13457,,Pesticide - Deltamethrin Wp,ACTIVE,General Engineering & Consumer Goods,,,single_source_unconfirmed,no_scope_or_description|no_full_text|certification_status_unknown,False,single_source
IS 13487,IS 13487,,Irrigation Equipment - Emitters,ACTIVE,Pumps & Mechanical Equipment,,,single_source_unconfirmed,no_scope_or_description|no_full_text|certification_status_unknown,False,single_source
IS 13488,IS 13488,,Hospital Furniture - Intensive Care Bed (ICU Bed) - Specification,ACTIVE,Medical & Healthcare,Hospital Furniture,True,single_source_unconfirmed,no_full_text,False,single_source
IS 13585 (Part 1),IS 13585 (Part 1):2012,2012,Shunt Power Capacitors of the Non-Self-Healing Type for A.C. Systems having a Rated Voltage up to and including 1000 V,ACTIVE,Electrical,,True,verified_multi_source,no_full_text,False,multi_source
IS 13592,IS 13592:1992,1992,Unplasticized Polyvinyl Chloride (pvc-u) Pipes For Soil And Waste Discharge System Inside And Outside Buildings Including Ventilation And Rainwater System,ACTIVE,Steel & Metallurgy,,True,verified_multi_source,,True,multi_source
IS 13620,IS 13620:1993,1993,FUSION BONDED  EPOXY COATED,ACTIVE,,,,single_source_unconfirmed,certification_status_unknown,True,single_source
IS 13703 (Part 1),IS 13703 (Part 1):1993,1993,Low-Voltage Fuses for Rated Voltages not Exceeding 1000 V AC - General Requirements,ACTIVE,Electrical,,True,single_source_unconfirmed,no_full_text,False,single_source
IS 13703 (Part 2/Sec 1),IS 13703 (Part 2/Sec 1):1993,1993,Low-Voltage Fuses - Fuses for Use by Authorized Persons (Mainly for Industrial Application),ACTIVE,Electrical,,True,verified_multi_source,no_full_text,False,multi_source
IS 13714,IS 13714,,Dunnage Pallets - Ware Housing,ACTIVE,General Engineering & Consumer Goods,,,single_source_unconfirmed,no_scope_or_description|no_full_text|certification_status_unknown,False,single_source
IS 13730 (Part 13),IS 13730 (Part 13),,"Specifications For Particular Types Of Winding Wires Part 13 Polyester Or Polyesterimide Overcoated With Polyamide-imide Enamelled Round Copper Wire, Class 200",ACTIVE,Steel & Metallurgy,,True,single_source_unconfirmed,no_scope_or_description|no_full_text,False,single_source
IS 13730 (Part 3),IS 13730 (Part 3),,"Specifications For Particular Types Of Winding Wires Part 3 : Polyester Enamelled Round Copper Wire, Class 155",ACTIVE,Steel & Metallurgy,,True,single_source_unconfirmed,no_scope_or_description|no_full_text,False,single_source
IS 13730 (Part 8),IS 13730 (Part 8),,"Specification For Particular Types Of Winding Wires Part 8 Polyesterimide Enamelled Round Copper Wire, Class 180",ACTIVE,Steel & Metallurgy,,True,single_source_unconfirmed,no_scope_or_description|no_full_text,False,single_source
IS 13753,IS 13753:1993,1993,DUST– PRESSED CERAMIC TILES WITH WATER,ACTIVE,,,,single_source_unconfirmed,certification_status_unknown,True,single_source
IS 13754,IS 13754:1993,1993,DUST – PRESSED CERAMIC TILES WITH,ACTIVE,,,,single_source_unconfirmed,certification_status_unknown,True,single_source
IS 13755,IS 13755:1993,1993,DUST– PRESSED CERAMIC TILES,ACTIVE,,,,single_source_unconfirmed,certification_status_unknown,True,single_source
IS 13756,IS 13756:1993,1993,DUST – PRESSED CERAMIC TILES WITH LOW,ACTIVE,,,,single_source_unconfirmed,certification_status_unknown,True,single_source
IS 13757,IS 13757:1993,1993,BURNT CLAY FLY ASH BUILDING BRICKS,ACTIVE,,,,single_source_unconfirmed,certification_status_unknown,True,single_source
IS 13774,IS 13774,,Live Working - Gloves Of Insulating Materials,ACTIVE,Medical & Healthcare,,True,single_source_unconfirmed,no_scope_or_description|no_full_text,False,single_source
IS 13779,IS 13779:2020,2020,"AC Static Watthour Meters, Class 1 and 2 - Specification",ACTIVE,Electrical,Energy Meters,True,needs_review,no_full_text|source_conflict_present,False,multi_source
IS 13785,IS 13785,,Pesticide - Dodine Wp,ACTIVE,General Engineering & Consumer Goods,,,single_source_unconfirmed,no_scope_or_description|no_full_text|certification_status_unknown,False,single_source
IS 13801,IS 13801,,Chequered Cement Concrete Tiles -,ACTIVE,Civil & Construction Materials,,True,single_source_unconfirmed,no_scope_or_description|no_full_text,False,single_source
IS 13920,IS 13920:2016,2016,Ductile Detailing of RC Structures,ACTIVE,Structural Engineering & Codes,Concrete Detailing,,single_source_unconfirmed,no_full_text|certification_status_unknown,False,single_source
IS 13947 (Part 1),IS 13947 (Part 1):1993,1993,Low-Voltage Switchgear and Controlgear — General Rules,ACTIVE,Electrical - Switchgear,,True,verified_multi_source,no_full_text,False,multi_source
IS 13947 (Part 3),IS 13947 (Part 3):1993,1993,"Low-Voltage Switchgear and Controlgear - Switches, Disconnectors and Fuse-Combination Units",ACTIVE,Electrical,,True,single_source_unconfirmed,no_full_text,False,single_source
IS 13947 (Part 4/Sec 1),IS 13947 (Part 4/Sec 1):1993,1993,Low Voltage Switchgear - Contactors and Motor Starters,ACTIVE,Electrical,,True,single_source_unconfirmed,no_full_text,False,single_source
IS 13947 (Part 5/Sec 1),IS 13947 (Part 5/Sec 1):2004,2004,Control Circuit Devices and Switching Elements - Electromechanical Control Circuit Devices,ACTIVE,Electrical,,True,single_source_unconfirmed,no_full_text,False,single_source
IS 13957,IS 13957:1994,1994,METAL FACED PLYWOOD,ACTIVE,,,,single_source_unconfirmed,certification_status_unknown,True,single_source
IS 13958,IS 13958:1994,1994,Bamboo Mat Board For General Purposes -specification,ACTIVE,Civil & Construction Materials,,True,verified_multi_source,,True,multi_source
IS 13983,IS 13983:1994,1994,Stainless Steel Sinks For Domestic Purposes,ACTIVE,Steel & Metallurgy,,True,verified_multi_source,,True,multi_source
IS 13990,IS 13990:1994,1994,PRECAST REINFORCED CONCRETE,ACTIVE,,,,single_source_unconfirmed,certification_status_unknown,True,single_source
IS 13997,IS 13997,,"Drums, Large Open Top - Specification",ACTIVE,General Engineering & Consumer Goods,,,single_source_unconfirmed,no_scope_or_description|no_full_text|certification_status_unknown,False,single_source
IS 14106,IS 14106,,Direct Action Handpump,ACTIVE,Pumps & Mechanical Equipment,,,single_source_unconfirmed,no_scope_or_description|no_full_text|certification_status_unknown,False,single_source
IS 14143,IS 14143:1994,1994,PREFABRICATED BRICK PANEL AND PARTIALLY,ACTIVE,,,,single_source_unconfirmed,certification_status_unknown,True,single_source
IS 14151 (Part 1),IS 14151 (Part 1),,Irrigation Equipment - Sprinkler Pipes - Part 1 : Polyethylene Pipes,ACTIVE,Steel & Metallurgy,,True,single_source_unconfirmed,no_scope_or_description|no_full_text,False,single_source
IS 14151 (Part 2),IS 14151 (Part 2),,Irrigation Equipment - Sprinkler Pipes : Part 2 Quick Coupled Polyethylene Pipes And Fittings,ACTIVE,Steel & Metallurgy,,True,single_source_unconfirmed,no_scope_or_description|no_full_text,False,single_source
IS 14158,IS 14158,,Cyfluthrin Wp,ACTIVE,General Engineering & Consumer Goods,,,single_source_unconfirmed,no_scope_or_description|no_full_text|certification_status_unknown,False,single_source
IS 14166,IS 14166,,Respiratory protective devices - Full face masks,ACTIVE,Medical & Healthcare,,True,single_source_unconfirmed,no_scope_or_description|no_full_text,False,single_source
IS 14182,IS 14182:1994,1994,Solvent Cement For Use With Unplasticized Polyvinylchloride Plastic Pipe And Fittings,ACTIVE,Steel & Metallurgy,,True,verified_multi_source,,True,multi_source
IS 14183,IS 14183,,Pesticide - Cartap Hydrochloride Sp,ACTIVE,General Engineering & Consumer Goods,,,single_source_unconfirmed,no_scope_or_description|no_full_text|certification_status_unknown,False,single_source
IS 14184,IS 14184,,Pesticide - Cartap Hydrochloride G,ACTIVE,General Engineering & Consumer Goods,,,single_source_unconfirmed,no_scope_or_description|no_full_text|certification_status_unknown,False,single_source
IS 14186,IS 14186,,Pesticide - Diflubenzuron Wp,ACTIVE,General Engineering & Consumer Goods,,,single_source_unconfirmed,no_scope_or_description|no_full_text|certification_status_unknown,False,single_source
IS 14201,IS 14201:1994,1994,PRECAST REINFORCED CONCRETE CHANNEL,ACTIVE,,,,single_source_unconfirmed,certification_status_unknown,True,single_source
IS 14203,IS 14203,,Fire Resisting Record Protection Cabinets,ACTIVE,General Engineering & Consumer Goods,,,single_source_unconfirmed,no_scope_or_description|no_full_text|certification_status_unknown,False,single_source
IS 14220,IS 14220:1994,1994,Openwell Submersible Pumpsets - Specification,ACTIVE,Mechanical,,True,verified_multi_source,no_full_text,False,multi_source
IS 14223 (Part 1),IS 14223 (Part 1):1995,1995,POLISHED BUILDING STONES,ACTIVE,,,,single_source_unconfirmed,certification_status_unknown,True,single_source
IS 14241,IS 14241:1995,1995,PRECAST REINFORCED CONCRETE  L–PANEL,ACTIVE,,,,single_source_unconfirmed,certification_status_unknown,True,single_source
IS 14246,IS 14246,,Continuously Pre-painted Galvanized Steel Sheets And Coils,ACTIVE,Steel & Metallurgy,,True,single_source_unconfirmed,no_scope_or_description|no_full_text,False,single_source
IS 14252,IS 14252,,Textiles High Densitypolyethylene(hdpe)/Polypropylene(pp)Woven Sacks For Filling Sand,ACTIVE,Civil & Construction Materials,,True,single_source_unconfirmed,no_scope_or_description|no_full_text,False,single_source
IS 14255,IS 14255:1995,1995,Aerial Bunched Cables for Working Voltages up to and including 1100 V,ACTIVE,Electrical,,True,verified_multi_source,no_full_text,False,multi_source
IS 14257,IS 14257:1995,1995,Lead-Acid Storage Batteries,ACTIVE,Electrical & Electronics,Batteries & Storage,,single_source_unconfirmed,no_full_text|certification_status_unknown,False,single_source
IS 14261,IS 14261,,Transmission Devices-V-belts-Endless Narrow V-belts For Industrial Use,ACTIVE,General Engineering & Consumer Goods,,,single_source_unconfirmed,no_scope_or_description|no_full_text|certification_status_unknown,False,single_source
IS 14268,IS 14268:2022,2022,Prestressing Steel - Uncoated Stress-Relieved Low Relaxation Seven-Ply Strand for Prestressed Concrete,ACTIVE,Civil & Construction,,True,needs_review,full_text_edition_older_than_current_edition|source_conflict_present,True,multi_source
IS 14276,IS 14276:1995,1995,Cement Bonded Particle Boards -specification,ACTIVE,Civil & Construction Materials,,True,verified_multi_source,,True,multi_source
IS 14286,IS 14286:2010,2010,Crystalline Silicon Terrestrial Photovoltaic (PV) Modules - Design Qualification and Type Approval,ACTIVE,Solar Energy,PV Modules,True,verified_multi_source,no_full_text,False,multi_source
IS 14300,IS 14300,,Neem Based Ec Containing Azadirachtin,ACTIVE,General Engineering & Consumer Goods,,,single_source_unconfirmed,no_scope_or_description|no_full_text|certification_status_unknown,False,single_source
IS 14333,IS 14333:1996,1996,High Density Polyethylene (HDPE) Pipes for Sewerage,ACTIVE,Civil & Construction,,True,verified_multi_source,,True,multi_source
IS 14402,IS 14402:1996,1996,GLASS FIBRE REINFORCED PLASTICS (GRP),ACTIVE,,,,single_source_unconfirmed,certification_status_unknown,True,single_source
IS 14411,IS 14411,,Deltamethrin F,ACTIVE,General Engineering & Consumer Goods,,,single_source_unconfirmed,no_scope_or_description|no_full_text|certification_status_unknown,False,single_source
IS 14433,IS 14433:2007,2007,Infant Milk Substitutes (Food Powder For Babies),ACTIVE,Food & Agriculture,Dairy Products,True,single_source_unconfirmed,no_full_text,False,single_source
IS 14443,IS 14443:1997,1997,POLYCARBONATE SHEETS,ACTIVE,,,,single_source_unconfirmed,certification_status_unknown,True,single_source
IS 14483 (Part 1),IS 14483 (Part 1),,Fertilizer And Chemical Injector System - Part 1 Venturi Injector,ACTIVE,"Plastics, Chemicals & Rubber",,,single_source_unconfirmed,no_scope_or_description|no_full_text|certification_status_unknown,False,single_source
IS 14490,IS 14490,,Plain Copier Paper,ACTIVE,General Engineering & Consumer Goods,,,single_source_unconfirmed,no_scope_or_description|no_full_text|certification_status_unknown,False,single_source
IS 14494,IS 14494,,Elastomer Insulated Flexible Cables For Use In Mines (combined Revision Of Is:691 And Is:1026),ACTIVE,Electrical & Electronics,,True,single_source_unconfirmed,no_scope_or_description|no_full_text,False,single_source
IS 14510,IS 14510,,Lambda-cyhalothrin Wp,ACTIVE,General Engineering & Consumer Goods,,,single_source_unconfirmed,no_scope_or_description|no_full_text|certification_status_unknown,False,single_source
IS 14534,IS 14534:1998,1998,Guidelines for Recovery and Recycling of Plastic Waste,ACTIVE,Chemicals,,False,single_source_unconfirmed,no_full_text,False,single_source
IS 14542,IS 14542,,Partly Skimmed Milk Powder,ACTIVE,Food & Agriculture,,,single_source_unconfirmed,no_scope_or_description|no_full_text|certification_status_unknown,False,single_source
IS 14543,IS 14543:2016,2016,Packaged Drinking Water (Other than Packaged Natural Mineral Water) - Specification,ACTIVE,Food & Agriculture,Water & Beverages,True,verified_multi_source,no_full_text,False,multi_source
IS 14544,IS 14544,,Leather Safety Footwear With Direct Moulded Pvc Soles,ACTIVE,"Plastics, Chemicals & Rubber",,,single_source_unconfirmed,no_scope_or_description|no_full_text|certification_status_unknown,False,single_source
IS 14550,IS 14550,,"Hexaconazole, EC",ACTIVE,General Engineering & Consumer Goods,,,single_source_unconfirmed,no_scope_or_description|no_full_text|certification_status_unknown,False,single_source
IS 14552,IS 14552,,"Thiophanate Methyl, Wp",ACTIVE,General Engineering & Consumer Goods,,,single_source_unconfirmed,no_scope_or_description|no_full_text|certification_status_unknown,False,single_source
IS 14561,IS 14561,,Fire Resisting (Insulating) Filing Cabinets Specification,ACTIVE,General Engineering & Consumer Goods,,,single_source_unconfirmed,no_full_text|certification_status_unknown,False,single_source
IS 14587,IS 14587:1998,1998,Prelaminated Medium Density Fibre Board -specification,ACTIVE,Civil & Construction Materials,,True,verified_multi_source,,True,multi_source
IS 14588,IS 14588:1999,1999,BAMBOO MAT-VEENER COMPOSITE FOR,ACTIVE,,,,single_source_unconfirmed,certification_status_unknown,True,single_source
IS 14605,IS 14605,,Irrigation Equipment - Micro Sprayer,ACTIVE,Pumps & Mechanical Equipment,,,single_source_unconfirmed,no_scope_or_description|no_full_text|certification_status_unknown,False,single_source
IS 14606,IS 14606,,Irrigation Equipment - Media Filter,ACTIVE,Pumps & Mechanical Equipment,,,single_source_unconfirmed,no_scope_or_description|no_full_text|certification_status_unknown,False,single_source
IS 14611,IS 14611,,Multilayered Cross Laminated Sheets/tarpaulins/covers/agricultural Films,ACTIVE,General Engineering & Consumer Goods,,,single_source_unconfirmed,no_scope_or_description|no_full_text|certification_status_unknown,False,single_source
IS 14616,IS 14616:1999,1999,LAMINATED  VENEER LUMBER,ACTIVE,,,,single_source_unconfirmed,certification_status_unknown,True,single_source
IS 14625,IS 14625,,Plastics Feeding Bottles,ACTIVE,"Plastics, Chemicals & Rubber",,,single_source_unconfirmed,no_scope_or_description|no_full_text|certification_status_unknown,False,single_source
IS 14643,IS 14643:1999,1999,UNSINTERED POLYTETRAFLUOROETHYLENE,ACTIVE,,,,single_source_unconfirmed,certification_status_unknown,True,single_source
IS 14650,IS 14650,,"Carbon Steel Cast Billet Ingots, Billets, Blooms And Slabs For Re-rolling Purposes",ACTIVE,Steel & Metallurgy,,True,single_source_unconfirmed,no_scope_or_description|no_full_text,False,single_source
IS 14695,IS 14695:1999,1999,GLASS FIBRE BASE COAL,ACTIVE,,,,single_source_unconfirmed,certification_status_unknown,True,single_source
IS 14697,IS 14697:1999,1999,"AC Static Transformer Operated Watthour and VAR-Hour Meters, Class 0.2S and 0.5S",ACTIVE,Electrical,,True,verified_multi_source,no_full_text,False,multi_source
IS 14724,IS 14724,,Water Purifiers With Ultra-violet Disinfection,ACTIVE,General Engineering & Consumer Goods,,,single_source_unconfirmed,no_scope_or_description|no_full_text|certification_status_unknown,False,single_source
IS 14735,IS 14735:1999,1999,Unplasticized Polyvinyl Chloride (upvc) Injection Moulded Fittings For Soil And Waste Discharge System For Inside And Outside Buildings Including Ventilation And Rain Water System -,ACTIVE,"Plastics, Chemicals & Rubber",,,verified_multi_source,certification_status_unknown,True,multi_source
IS 14743,IS 14743,,Irrigation Equipment - Hydrocyclone Filters,ACTIVE,Pumps & Mechanical Equipment,,,single_source_unconfirmed,no_scope_or_description|no_full_text|certification_status_unknown,False,single_source
IS 14753,IS 14753:1999,1999,POLYMETHYL METHACRYLATE (PMMA),ACTIVE,,,,single_source_unconfirmed,certification_status_unknown,True,single_source
IS 14756,IS 14756,,Stainless Steel Cooking Utensils,ACTIVE,Steel & Metallurgy,,True,single_source_unconfirmed,no_scope_or_description|no_full_text,False,single_source
IS 14772,IS 14772:2000,2000,General Requirements For Enclosures For Accessories For Household And Similar Fixed Electrical Installations(superseding Is5133(part1 And 2),ACTIVE,Electrical & Electronics,,True,verified_multi_source,,True,multi_source
IS 14806,IS 14806,,Azospirillum Inoculants,ACTIVE,General Engineering & Consumer Goods,,,single_source_unconfirmed,no_scope_or_description|no_full_text|certification_status_unknown,False,single_source
IS 14807,IS 14807,,Phosphate Solubilising Bacterial Inoculant (PSBI),ACTIVE,General Engineering & Consumer Goods,,,single_source_unconfirmed,no_scope_or_description|no_full_text|certification_status_unknown,False,single_source
IS 14842,IS 14842:2000,2000,COIR VENEER BOARD FOR,ACTIVE,,,,single_source_unconfirmed,certification_status_unknown,True,single_source
IS 14845,IS 14845:2000,2000,Resilient Seated Cast Iron Air Release Valves for Water Works,ACTIVE,Mechanical,,True,single_source_unconfirmed,no_full_text,False,single_source
IS 14846,IS 14846:2000,2000,Sluice Valves for Water Works Purposes (50 to 1200 mm Size) - Specification (Gate Valves),ACTIVE,Mechanical,,True,verified_multi_source,,True,multi_source
IS 14856,IS 14856:2000,2000,GLASS FIBRE REINFORCED PLASTIC (GRP),ACTIVE,,,,single_source_unconfirmed,certification_status_unknown,True,single_source
IS 14862,IS 14862:2000,2000,FIBRE CEMENT FLAT SHEETS,ACTIVE,,,,single_source_unconfirmed,certification_status_unknown,True,single_source
IS 14871,IS 14871:2000,2000,PRODUCTS IN FIBRE REINFORCED,ACTIVE,,,,single_source_unconfirmed,certification_status_unknown,True,single_source
IS 14885,IS 14885,,Polyethylene Pipes For The Supply Of Gaseous Fuels -,ACTIVE,Steel & Metallurgy,,True,single_source_unconfirmed,no_scope_or_description|no_full_text,False,single_source
IS 14887,IS 14887,,Textiles — High Density Polyethylene (HDPE) / Polypropylene (PP) Woven Sacks For Packing 50 Kg / 25 Kg Foodgrains (Woven Plastic Gunny Bags),ACTIVE,Textiles & Garments,,True,single_source_unconfirmed,no_full_text,False,single_source
IS 14900,IS 14900,,Transparent Float Glass,ACTIVE,General Engineering & Consumer Goods,,,single_source_unconfirmed,no_scope_or_description|no_full_text|certification_status_unknown,False,single_source
IS 14912,IS 14912:2001,2001,DOOR CLOSERS - CONCEALED TYPE,ACTIVE,,,,single_source_unconfirmed,certification_status_unknown,True,single_source
IS 14927 (Part 2),IS 14927 (Part 2):2001,2001,Cable Trunking and Ducting Systems for Electrical Installations,ACTIVE,Electrical,,True,verified_multi_source,no_full_text,False,multi_source
IS 14928,IS 14928,,Textiles - Composite Synthetic Fibre Ropes,ACTIVE,Civil & Construction Materials,,True,single_source_unconfirmed,no_scope_or_description|no_full_text,False,single_source
IS 14929,IS 14929,,Textiles - High Strength Polyolefins Copolymer Ropes,ACTIVE,Civil & Construction Materials,,True,single_source_unconfirmed,no_scope_or_description|no_full_text,False,single_source
IS 14933,IS 14933,,High Pressure Fire Fighting Hose -specification,ACTIVE,General Engineering & Consumer Goods,,,single_source_unconfirmed,no_scope_or_description|no_full_text|certification_status_unknown,False,single_source
IS 14968,IS 14968,,Textiles-High Density Polyethylene(hdpe)/polypropylene(pp)Woven Sacks For Packing 50 Kg/25 Kg Sugar,ACTIVE,Civil & Construction Materials,,True,single_source_unconfirmed,no_scope_or_description|no_full_text,False,single_source
IS 15058,IS 15058,,Pvc Water-stops At Transverse Contraction Joints For Use In Masonry And Concrete Dams,ACTIVE,Civil & Construction Materials,,True,single_source_unconfirmed,no_scope_or_description|no_full_text,False,single_source
IS 15073 (Part 2),IS 15073 (Part 2),,Packaging Of Electric Detonator : Part 2 Corrugated Fibreboard Cases,ACTIVE,Electrical & Electronics,,True,single_source_unconfirmed,no_scope_or_description|no_full_text,False,single_source
IS 15111 (Part 1 and 2),IS 15111 (Part 1 and 2),,Self Ballasted Lamps For General Lighting Services,ACTIVE,Electrical & Electronics,,True,single_source_unconfirmed,no_scope_or_description|no_full_text,False,single_source
IS 15138,IS 15138,,Textiles - Jute Bags For Packing-50 Kg Sugar - Specification,ACTIVE,Civil & Construction Materials,,True,single_source_unconfirmed,no_scope_or_description|no_full_text,False,single_source
IS 15160,IS 15160,,Pretilachlor Emulsifiable Concentrate,ACTIVE,General Engineering & Consumer Goods,,,single_source_unconfirmed,no_scope_or_description|no_full_text|certification_status_unknown,False,single_source
IS 15182,IS 15182,,Propiconazole E.c.,ACTIVE,General Engineering & Consumer Goods,,,single_source_unconfirmed,no_scope_or_description|no_full_text|certification_status_unknown,False,single_source
IS 15219,IS 15219,,Aluminium Phosphide Powder Formulation,ACTIVE,Food & Agriculture,,,single_source_unconfirmed,no_scope_or_description|no_full_text|certification_status_unknown,False,single_source
